Tenant_ID,Property_ID,Deal_ID,Month,Base_Rent,Expense_Reimbursement,Gross_Rent,Vacancy_Adj,Effective_Rent
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2028-11-01,28331.73,2987.46,31319.19,0.0,31319.19
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2028-12-01,28331.73,2987.46,31319.19,0.0,31319.19
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-01-01,28331.73,2987.46,31319.19,0.0,31319.19
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-02-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-03-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-04-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-05-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-06-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-07-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-08-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-09-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-10-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-11-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2029-12-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-01-01,29181.68,3047.21,32228.89,0.0,32228.89
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-02-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-03-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-04-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-05-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-06-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-07-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-08-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-09-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-10-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-11-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2030-12-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-01-01,30057.13,3108.16,33165.29,0.0,33165.29
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-02-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-03-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-04-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-05-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-06-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-07-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-08-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-09-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-10-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-11-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2031-12-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-01-01,30958.85,3170.32,34129.17,0.0,34129.17
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-02-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-03-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-04-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-05-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-06-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-07-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-08-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-09-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-10-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-11-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2032-12-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-01-01,31887.61,3233.73,35121.34,0.0,35121.34
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-02-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-03-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-04-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-05-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-06-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-07-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-08-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-09-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-10-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T1,HRE-2024-100-P8,HRE-2024-100,2033-11-01,32844.24,3298.4,36142.64,-36142.64,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-05-01,57978.28,8466.79,66445.08,0.0,66445.08
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-06-01,57978.28,8466.79,66445.08,0.0,66445.08
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-07-01,57978.28,8466.79,66445.08,0.0,66445.08
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-08-01,57978.28,8466.79,66445.08,0.0,66445.08
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-09-01,57978.28,8466.79,66445.08,0.0,66445.08
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-10-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-11-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2024-12-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-01-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-02-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-03-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-04-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-05-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-06-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-07-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-08-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-09-01,59717.63,8636.13,68353.76,0.0,68353.76
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-10-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-11-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2025-12-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-01-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-02-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-03-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-04-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-05-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-06-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-07-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-08-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-09-01,61509.16,8808.85,70318.01,0.0,70318.01
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-10-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-11-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2026-12-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-01-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-02-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-03-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-04-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-05-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-06-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-07-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-08-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-09-01,63354.44,8985.03,72339.46,-72339.46,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-10-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-11-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2027-12-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-01-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-02-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-03-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-04-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-05-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-06-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-07-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-08-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-09-01,65255.07,9164.73,74419.8,-74419.8,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-10-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-11-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2028-12-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-01-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-02-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-03-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-04-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-05-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-06-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-07-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-08-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-09-01,67212.72,9348.02,76560.74,-76560.74,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-10-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-11-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2029-12-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-01-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-02-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-03-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-04-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-05-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-06-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-07-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-08-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-09-01,69229.1,9534.98,78764.09,-78764.09,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-10-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-11-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2030-12-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-01-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-02-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-03-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-04-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-05-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-06-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-07-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-08-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-09-01,71305.98,9725.68,81031.66,-81031.66,0.0
HRE-2024-100-P8-T2,HRE-2024-100-P8,HRE-2024-100,2031-10-01,73445.16,9920.2,83365.35,-83365.35,0.0
